,key,KR,NL
741,80b3a707,지금\n%1에 구매하시겠습니까?,
742,794b2c42,지금 무료로 다운로드하시겠습니까?,
743,e9729ba2,%1 결제를\n확인하세요.,
744,7e11fb31,Garmin 지갑 설정,
745,5dbff9ec,결제에 지갑 설정 필요,
746,61243ab2,카드 변경,
747,2e57dbe2,이 카드 사용,
748,30dea03f,주문을 처리하는 동안 오류가 발생했습니다.,
749,9e4e7812,주문 실패,
750,daf340af,주문 실패,
751,9c6cb01f,다시 시도,
752,90eb3560,앱이 설치되면 알려 드리겠습니다.,
753,d464d917,주문 마무리 중,
754,d9683153,유효하지 않은 프로모션 코드입니다. 다시 입력하시겠습니까?,
755,4f26d60d,휴대폰에서 Garmin Connect 앱으로 이동하여 Garmin 지갑을 설정하세요.,
756,41b9c714,Garmin 지갑 정보 가져오는 중,
757,6a4dfd3a,주문 처리 중,
758,308c7e7b,프로모션 코드 확인 중,
759,f38de65a,프로모 코드가 확인되었습니다.,
760,fc00d9f1,성공!,
761,22372add,%1을(를) 평가하시겠습니까? 평점은 앱을 더욱 개선하는 데 도움이 됩니다.,
762,4c6983ea,%1 평가,
763,d2d72c85,앱을 평가해주셔서 감사합니다. 추가 피드백을 남기시겠습니까?,
764,b29766e9,화면 지움,
765,240d7238,상승,
766,d4547c1d,평균 심박,
767,a97af57e,평균,
768,908b4e07,클라임,
769,c61b73e3,현재 루트,
770,5d458da0,낙하,
771,ac8aef7d,Brazilian,
772,5fd5625c,British Adjectival,
773,270c1148,British Technical,
774,c03f7077,Dankyu,
775,4abc607f,Ewbank,
776,4473f178,Font,
777,7bc1d0f5,French,
778,e3c7d3d6,Saxon,
779,878fa9dd,UIAA,
780,e4643370,V-Scale,
781,35fe7b51,YDS +/-,
782,fd3807e9,YDS,
783,bc36540a,최근 루트,
784,f2b4d8ba,휴식,
785,d4b4a980,휴식,
786,ec493701,전체 루트,
787,ead4c352,평균%1,
788,c92cf9c1,오르막 %1,
789,c9a2afd4,하강 %1,
790,dfe88d8e,남은 거리,
791,bed475d3,지정 거리,
792,1dd5ff72,로드 중,
793,0f6e0b64,오르막 없음,
794,20481b92,오르막 없음,
795,e02d58d3,총 오르막,
796,402a4f1a,총 하강,
797,82d76cc7,%1개 타이머 작동,
798,ef4472c5,알람 추가,
799,3f82d61c,대체 시간대 추가,
800,b66dc3b1,타이머 추가,
801,db847d59,꺼짐,
802,f30f8c7d,켜짐,
803,bca1d6ae,%1개 켜진 알람,
804,90045bf7,알람 편집,
805,7a6ebc54,시간대 편집,
806,640730c7,타이머 편집,
807,b528d138,알람,
808,9bd54305,시계,
809,4e21ad01,스톱워치,
810,6ca82b97,대체 시간대,
811,465c268c,타이머,
812,5150cfa1,켜진 알람 없음,
813,7c13e3c1,켜진 타이머 없음,
814,6bf5a0e1,작동중인 타이머 1개,
815,6bd42c1a,켜진 알림 1개,
816,3ab4b635,퀵 타이머,
817,b2dae721,반복 끄기,
818,8570df64,1개 시간대,
819,5c4a795f,%1개 시간대,
820,5c85e9d7,중지됨,
821,9024aba5,클럽 통계,
822,bbbdcff9,페어웨이 적중,
823,1f64f180,왼쪽,
824,2e16b351,최대,
825,838b9ef0,미스샷,
826,320db764,기록된 샷 없음,
827,376b789d,오른쪽,
828,aec5ddc3,일반,
829,9abc679f,할당되지 않은 클럽 센서는 재할당하거나 제거해야 합니다.,
830,e793bd8b,하나 이상의 클럽 센서가 배정되지 않았습니다.,
831,5153fbe0,이제 채점 및 통계 추적이 활성화됩니다.,
832,dd76c4aa,고급 통계를 위해 스코어카드를 Garmin Golf 앱에 업로드합니다.,
833,5ca92273,운동 부하,
834,79a9501a,운동 부하,
835,3a8ea970,운동 부하,
836,398ea7dd,운동 부하,
837,99a7a750,분당 호흡수,
838,98a7a5bd,분당 호흡수,
839,3bc2e9d3,분당호흡수,
840,58c3177a,분당 호흡수,
841,64fd03ec,반복 횟수,
842,d7358092,세트 시간,
843,58072fa2,CNG,
844,425f259a,COG,
845,255ef7f3,COG,
846,447071e1,COG,
847,2d704dac,COG,
848,18860d5a,나침반 보정,
849,71c750d5,보정,
850,8c7c556f,보정 완료,
851,34a60d3d,보정 실패,
852,be686c83,시계를 8자 모양으로 돌리세요,
853,731a2152,확인,
854,5a4778d2,다시 시도,
855,2031690c,시작,
856,fecd160d,이 백업을 삭제하시겠습니까?,
857,94127d63,기본 설정을 복원하고 이 백업을 적용하시겠습니까?,
858,631c3574,이 백업을 적용하시겠습니까?,
859,d33f73d9,현재 스코어 카드 저장?,
860,f9880bfc,데이터 전송 대기 중,
861,0c50a3e5,연락처,
862,47e1ef60,범주 1,
863,dae594a9,범주 2,
864,ee405fd6,범주 3,
865,a98ab607,범주 4,
866,9c62bb67,위험,
867,25ab3117,응급실,
868,37069db8,음식점,
869,6cdc7b06,HC 오르막,
870,9b09580e,좌측 분기,
871,34fe6126,중앙 분기,
872,fc0c52df,우측 분기,
873,1cc90e0f,구간 도착점,
874,b12b9a62,구간 시작점,
875,e2f7a9fc,급한 좌회전,
876,b08ec25d,급한 우회전,
877,d39c8fbd,조금 좌회전,
878,ddb2571e,조금 우회전,
879,75eaf568,스프린트,
880,fd7161be,직진,
881,2fcbc87b,정상,
882,94b82be9,좌회전,
883,ece1a292,우회전,
884,9b210643,U-턴,
885,070612cb,계곡,
886,014b35eb,물,
887,bb229627,CSS,
888,392b8804,케이블카,
889,8754334a,폐쇄된 케이블카,
890,01a0f50e,카페/작은식당,
891,6cea75a2,구내식당,
892,7d68a553,,Caïro
893,048a23b9,케이준/캐리비언,
894,96ddae2f,케이준 및 캐리비안,
895,b02a7c7a,보정 완료,
896,23c1bb89,,%1 hele dag
897,d1c4a2b6,,%1 gebeurtenissen
898,91bff19d,,%1 workouts
899,e96c2c5d,보정,
900,60f88074,캘리포니아식,
901,6a5a826b,칼로리,
902,5f6eae0b,총 칼로리,
903,6c6ec282,총 칼로리,
904,1d7b1218,총 칼로리,
905,2c7b29b5,총 칼로리,
906,bd251911,남은 칼로리,
907,c625273c,남은 칼로리,
908,bb13ccca,남은 칼로리,
909,be13d183,남은 칼로리,
910,a1964c38,캠핑장-RV주차장,
911,f5ee28a2,캠핑장,
912,f1b0f151,캠핑장소,
913,f7c855d9,야영지/RV 야영지,
914,f5b72fa7,캠핑장,
915,5c78aa97,맵 인증 불가,
916,e4982688,맵 잠금해제 불가,
917,26bb7b33,맵 검증 불가. 맵 판매자에게 연락하십시오.,
918,786184b9,캐나다식,
919,b5fcb577,운하 수문,
920,4c7d393f,운하,
921,d931d672,취소,
922,6ff6ba67,곶,
923,44214313,,Kaapstad
924,a1baca74,,Kaapverdië
925,ef6cd129,자동차 렌트,
926,88b2bd14,세차장,
927,fb5b4e60,세차장,
928,892e4b71,카드 범위,
929,dd871658,카풀차선,
930,aafd05ff,해도구역,
931,e80868a0,해도선,
932,4fc4b187,카지노,
933,81ffffe4,카지노,
934,2c4f3196,주의: 다른 사람 접근,
935,549190a9,동굴,
936,f811f3a4,묘지,
937,dae24479,날짜 변경,
938,6900b51d,지하수로,
939,1b8cae6b,해협,
940,a0fc50c6,해도참조,
941,f5ee34a0,해도,
942,d61ebd59,Chevrolet 딜러,
943,eeb826e8,측정 단위,
944,3c27a697,치킨,
945,9512a4a6,탁아소,
946,897a987b,침니,
947,48663893,중국식,
948,a038264e,,Chita
949,562a2093,활동 선택,
950,7c5ca4bb,Chrysler 딜러,
951,d5aa6963,교회,
952,3a89a103,극장,
953,d148bbeb,시청,
954,356ffe50,시청,
955,bd43504f,도시,
956,45bcf103,공공 건물,
957,e3df2a0c,Clarke 1866,
958,974fbf38,Clarke 1880,
959,938d7642,소해선,
960,df7f43ea,절벽,
961,850b1513,오르막 길,
962,ed0539a8,오르막길,
963,a897cf25,의류매장,
964,c5180d7e,옷가게,
965,8041e457,시팅케이던스,
966,8541ec36,시팅케이던스,
967,5e276b54,시팅 케이던스,
968,452743f9,시팅케이던스,
969,d94059c7,댄싱 케이던스,
970,be402f46,댄싱케이던스,
971,b7244dc4,댄싱 케이던스,
972,be2458c9,댄싱 케이던스,
973,89ff428e,시팅 파워,
974,74ff217f,시팅 파워,
975,8c108ed5,시팅 파워,
976,7d107738,시팅 파워,
977,263a6b86,댄싱 파워,
978,413a9607,댄싱 파워,
979,e824439d,댄싱 파워,
980,e9244530,댄싱 파워,
981,2613ea87,케이던스 이심률,
982,0b13c006,케이던스 이심률,
983,03f97184,케이던스 이심률,
984,0af97c89,케이던스 이심률,
985,2da5e958,디버그 상태,
986,3ca600f5,디버그 상태,
987,6f99854b,디버그 상태,
988,7c9999c2,디버그 상태,
989,cf32526a,랩 시팅 케이던스,
990,d2325723,랩 시팅 회전수,
991,d1439eb1,랩 시팅 케이던스,
992,da43acdc,랩 시팅 케이던스,
993,4f31404a,랩 댄싱 케이던스,
994,52314503,랩 댄싱 케이던스,
995,51428c91,랩 댄싱 케이던스,
996,5a429abc,랩 댄싱 케이던스,
997,182f71f7,랩/오류,
998,1d2f79d6,랩/오류,
999,76142f74,랩/오류,
1000,5d140819,랩/오류,
1001,420a2827,랩 시팅 파워,
1002,2709fda6,랩 시팅 파워,
1003,1fefaf24,랩 시팅 파워,
1004,26efba29,랩 시팅 파워,
1005,a9dbe417,랩 댄싱 파워,
1006,aedbebf6,랩 댄싱 파워,
1007,87bfd814,랩 댄싱 파워,
1008,6ebfb0b9,랩 댄싱 파워,
1009,bb5370a7,평균 좌측PPP,
1010,a0534626,평균 좌측 PPP,
1011,9938f7a4,평균 좌측 피크 파워 페이즈,
1012,a03902a9,평균 좌측PPP,
1013,0a1f5560,랩 좌측PPP,
1014,291f862d,랩 좌측PPP,
1015,2c3b6163,랩 좌측 피크 파워 페이스,
1016,293b5caa,랩 좌측PPP,
1017,de09546a,좌측 PPP,
1018,e1095923,좌측 PPP,
1019,e01aa0b1,좌측 피크 파워 페이즈,
1020,e91aaedc,좌측 PPP,
1021,c9bf0f51,평균 좌측PP,
1022,d2bf1d7c,평균 좌측PP,
1023,c7adc30a,평균 좌측 파워 페이즈,
1024,caadc7c3,평균 좌측PP,
1025,af9a8942,랩 좌측PP,
1026,a29a74cb,랩 좌측PP,
1027,51842ef9,랩 좌측 파워 페이즈,
1028,6a845654,랩 좌측PP,
1029,b7a5dc30,좌측 PP,
1030,b6a5da9d,좌측 PP,
1031,d9c1e833,좌측 파워 페이즈,
1032,f6c215da,좌측 PP,
1033,5179cf0c,평균 플랫폼 센터 오프셋,
1034,6879f341,평균 PCO,
1035,936d6aff,평균 플랫폼 센터 오프셋,
1036,a86d8c0e,평균 플랫폼 센터 오프셋,
1037,afab1337,랩 플랫폼 센터 오프셋,
1038,b4ab1b16,랩 PCO,
1039,0d8fd0b4,랩 플랫폼 센터 오프셋,
1040,f48fa959,랩 플랫폼 센터 오프셋,
1041,52ecc091,PCO,
1042,5beccebc,PCO,
1043,50db744a,플랫폼 센터 오프셋,
1044,53db7903,PCO,
1045,2f49e590,페달 무게,
1046,2e49e3fd,페달 무게,
1047,d1652813,페달 무게,
1048,ee6555ba,페달 무게,
1049,5ec37f6e,평균 우측PPP,
1050,49c35e5f,평균 우측 PPP,
1051,60d4cbb5,평균 우측 피크 파워 페이즈,
1052,51d4b418,평균 우측PPP,
1053,90aee969,랩 우측 PPP,
1054,89aede64,랩 우측 PPP,
1055,6ec60d32,랩 우측 피크 파워 페이즈,
1056,81c62b1b,랩 우측 PPP,
1057,6fb5b99f,우측 피크 파워 위상,
1058,84b5daae,우측 PPP,
1059,adc1542c,우측 피크 파워 페이즈,
1060,c4c17861,우측 피크 파워 페이즈,
1061,c17f508a,평균 우측PP,
1062,c47f5543,평균 우측PP,
1063,c3909cd1,평균 우측 파워 페이즈,
1064,cc90aafc,평균 우측PP,
1065,a589081d,랩 우측PP,
1066,a68909b0,랩 우측PP,
1067,e39f3006,랩 우측 파워 페이즈,
1068,fe9f5a87,랩 우측PP,
1069,088c85d3,우측 PP,
1070,258cb37a,우측 PP,
1071,66714350,우측 파워 페이즈,
1072,657141bd,우측 PP,
1073,544e274b,랩 시팅 시간,
1074,614e3bc2,랩 시팅 시간,
1075,125a8b58,랩 시팅 시간,
1076,215aa2f5,랩 시팅 시간,
1077,5c8135e5,시팅 시간,
1078,6d8150a8,시팅 시간,
1079,5a6fe99e,시팅 시간,
1080,656ffaef,시팅 시간,
1081,e870f7df,랩 댄싱 시간,
1082,fd7118ee,기립 랩 시간,
1083,267e256c,랩 댄싱 시간,
1084,3d7e49a1,랩 댄싱 시간,
1085,ad1a4eb9,댄싱 시간,
1086,c61a7614,댄싱 시간,
1087,0b30a902,댄싱 시간,
1088,fe30948b,댄싱 시간,
1089,50069850,Vector 상태,
1090,4f0696bd,VCT 상태,
1091,f221dad3,Vector 상태,
1092,0f22087a,Vector 상태,
1093,25e12672,Vector 상태 2,
1094,38e1445b,VCT 상태2,
1095,47cb95a9,Vector 상태 2,
1096,40cb8aa4,Vector 상태 2,
1097,8929ad83,Vector 상태 3,
1098,8629a8ca,VCT 상태3,
1099,670da180,Vector 상태 3,
1100,860dd24d,Vector 상태 3,
1101,548d9fa1,Vector 상태,
1102,3d8d7b6c,VCT 상태,
1103,527c535a,Vector 상태,
1104,357c25b3,Vector 상태,
1105,b2994fb1,칵테일 라운지,
1106,d15013b1,카페 및 차,
1107,a755a0f5,대학,
1108,f96b3f17,대학교,
1109,2479eca5,여기로 오세요,
1110,bafbb900,상업 제한,
1111,4c2c92c9,통신,
1112,b7e7ce73,시민 문화회관,
1113,c6c18d68,시민 문화회관,
1114,99c969f1,지역사회,
1115,3f9a4cee,공공시설,
1116,cbef132c,전철역,
1117,8f36bf85,나침반 게이지,
1118,a036da48,CMP 게이지,
1119,8d25733e,나침반 게이지,
1120,9825848f,나침반 게이지,
1121,026f0d20,나침반 방향,
1122,216f3ded,나침반 방향,
1123,24898623,나침반 방향,
1124,2189816a,나침반 방향,
1125,db9eafe2,모드,
1126,7148079a,복합군섬광,
1127,7694a962,복합군명암등,
1128,34968503,컴퓨터/소프트웨어,
1129,4a933bea,컴퓨터 및 전자기기,
1130,cfc42abd,광장,
1131,8f6725b3,Connect IQ,
1132,ac67535a,Connect IQ,
1133,6d4b19b0,Connect IQ,
1134,6c4b181d,Connect IQ,
1135,1856d05c,상수,
1136,7c78eaf0,생활가전,
1137,65ea5d7d,컨티넨탈,
1138,a71fda35,등고선,
1139,da5660ee,금지구역,
1140,11a0572b,편의점,
1141,778d71a9,편의점,
1142,836f94d6,편의점,
1143,2caa75d7,쿨다운,
1144,2d158b4d,쿨다운,
1145,0fbf888a,쿨다운,
1146,69c7bbed,수정일:,
1147,6eb646ac,화장품,
1148,345cc456,국가,
1149,a4fcd98d,행정계,
1150,e61377fe,시/군 의회,
1151,cff9efee,시/군,
1152,47e99201,코스각,
1153,53937278,코스,
1154,62938a15,코스,
1155,1587d7eb,코스,
1156,2287ec62,코스,
1157,b75457c5,HARP 방향,
1158,640523f0,법원,
1159,1d82c3fd,법원,
1160,e7ce3d7b,포구,
1161,aebda4bb,분화구,
1162,d4f0a219,신용 카드,
1163,d5aec130,10분에서 20분 동안 천천히 평이하게 준비됩니다.,
1164,0f2d489d,400 m 또는 yd 타임 트라이얼을 수행하세요. 균일한 페이싱을 시도하세요.,
1165,9fd3684a,10분의 가벼운 수영을 통해 완전히 회복하세요.,
1166,81d39b57,200 m 또는 yd. 시간 간격을 수행합니다. 페이스를 맞추려고 노력하세요.,
1167,50da1d1a,Crop,
1168,1b298d58,국경,
1169,08a84405,현재 위치,
1170,bda19b20,예조소,
1171,7744e54f,현재 활강,
1172,031801a5,현재,
1173,ffa21e7b,사용자설정 맵,
1174,ad58600d,사용자설정 POI,
1175,baabfd59,택 앵글,
1176,63d40beb,진풍 방향,
1177,b7640c0e,데이터 항목,
1178,6cd3beda,항목 1,
1179,f7e670bf,항목 2,
1180,27d61a6c,항목 3,
1181,cf3b909e,레이아웃,
1182,49a0c82c,제거,
1183,76ef25cd,순서 변경,
1184,42847aa2,페이스 설정,
1185,38f291d2,속도 설정,
1186,b70b0f81,DA,
1187,7a940e60,12월,
1188,7f022e20,12월,
1189,7c23cd4f,12월,
1190,b03a520c,하강,
1191,28792284,DF,
1192,0d20bb9c,거리,
1193,4c0544de,km,
1194,3c92dc88,마일,
1195,9412ae5f,nm,
1196,94cd864f,훈련 종료,
1197,2109e466,눌러서 훈련 시작,
1198,a1e735e2,눌러서 훈련 종료,
1199,90ffe9af,드릴 훈련기록,
1200,b77e159f,기초체력 양성,
1201,0406e361,무산소,
1202,ab1c838c,한계치,
1203,eaf92efb,회복,
1204,a466256f,스프린트,
1205,b8143c77,템포,
1206,ce83bba3,VO2 Max,
1207,f61c961a,h,
1208,f4c63241,분,
1209,91b831b8,,Voorgestelde workouts zijn niet beschikbaar als trainingsstatus is gepauzeerd.
1210,dea15006,DX,
1211,3ffd5c59,DY,
1212,63770910,DZ,
1213,a233602a,댐,
1214,e7456831,위험지역,
1215,9cff1d32,위험선,
1216,03307504,위험암초,
1217,5e0f5004,수중위험암초,
1218,a28a77f0,,Darwin
1219,f59b7878,"주간비이컨,녹색사각",
1220,a8ae418b,"주간비이컨,적색삼각",
1221,edee6e3a,주간비이컨,
1222,c2a07a5b,"주간비이컨,백색마름모",
1223,00f37d44,자동차 부품/딜러,
1224,b6ada9f8,12월,
1225,94954bff,Decifeet,
1226,36eebbfd,Decimeters,
1227,3d95d4ff,감소 중,
1228,498037a4,심해루트,
1229,f7d4a8ed,델리/베이커리,
1230,f5c6eec1,식품점,
1231,00b99905,치과,
1232,917e9dd2,백화점,
1233,28e7b4d1,백화점,
1234,b91a8c3e,심해구역경계,
1235,3f69394b,심해구역,
1236,ee41ac84,등심선,
1237,4d876345,깊이,
1238,cd3fa8fc,수심불명,
1239,3a6fb62a,수심:,
1240,55c7c80c,하강,
1241,c0de2e71,목적지 위치,
1242,c9de3c9c,목적지 위치,
1243,becce22a,목적지 위치,
1244,c1cce6e3,목적지 위치,
1245,c82ce18d,디트레이닝,
1246,8fffc418,Di2 배터리,
1247,9effdbb5,Di2 배터리,
1248,d1f3600b,Di2 배터리,
1249,def37482,Di2 배터리,
1250,66fb6717,디젤,
1251,bcd4409a,디젤,
1252,593f2af4,직선루트,
1253,1f859185,풍향,
1254,b319afd6,방향:,
1255,2a64998f,Discover,
1256,93846f66,디스플레이,
1257,ad849854,디스플레이,
1258,1a0b4b9d,앞선 거리,
1259,1b0b4d30,앞선 거리,
1260,58217386,앞선 거리,
1261,73219e07,앞선 거리,
1262,c3e20126,거리,
1263,dee22ba7,거리,
1264,05cca2bd,거리,
1265,06cca450,거리,
1266,9131531b,항해 거리,
1267,7e313532,항해 거리,
1268,cf3ceda8,항해 거리,
1269,be3cd2e5,항해 거리,
1270,8e1a43f7,남은 거리,
1271,814e5769,거리,
1272,7a4e4c64,거리,
1273,5f657b32,거리,
1274,7265991b,거리,
1275,c2fee0d2,거리,
1276,714ae2a5,포인트까지 거리,
1277,7f5d83b8,다음까지 거리,
1278,8e5d9b55,다음 거리,
1279,4150562b,다음까지 거리,
1280,4e506aa2,다음까지 거리,
1281,a26df9b7,남은 거리,
1282,0052b734,남은 거리,
1283,e7528fd9,남은 거리,
1284,721478f3,거리,
1285,0e69031d,거리,
1286,4dc27352,남은 거리,
1287,60c2913b,남은 거리,
1288,6face289,남은 거리,
1289,68acd784,남은 거리,
1290,bec34acb,남은 거리,
1291,cbc35f42,남은 거리,
1292,7ccfaed8,남은 거리,
1293,8bcfc675,남은 거리,
1294,7c1ec027,남은 거리,
1295,611e95a6,남은 거리,
1296,5a044724,남은 거리,
1297,61045229,남은 거리,
1298,434cb652,남은 거리,
1299,564cd43b,남은 거리,
1300,65372589,남은 거리,
1301,5e371a84,남은 거리,
1302,f6b41904,거리:,
1303,1ef95dfc,출발선까지의 거리,
1304,15f94fd1,출발선 거리,
1305,60ecf9ef,출발선까지의 거리,
1306,55ece89e,출발선까지의 거리,
1307,b1d2d4a3,다이빙지역,
1308,161562c7,다이빙 제한,
1309,d3bbd7a2,Dodge 딜러,
1310,1b2602b6,Dollar 렌탈,
1311,0a103584,국내선 공항,
1312,3cdfd014,도넛 및 베이커리,
1313,54f3675d,그리는 중…,
1314,a2aa0815,드릴,
1315,35966c02,굴착기,
1316,98a0dc16,음용수,
1317,012774e7,진입로,
1318,9e8f039b,자동차,
1319,3b0d52cc,낙하 고도,
1320,71002571,드라이크리너,
1321,9784b443,간조고도,
1322,ed58bebd,폐기장,
1323,77adb368,폐기장,
1324,83b35107,Dutch Grid,
1325,114cf202,더치식,
1326,cbac23a8,전기 자전거 배터리,
1327,baac08e5,EBIKE 배터리,
1328,8da0891b,eBike 배터리,
1329,7aa06b32,eBike 배터리,
1330,3796b7b0,전기 자전거 주행 거리,
1331,3696b61d,전기 자전거 범위,
1332,59b2c3b3,eBike 범위,
1333,76b2f15a,eBike 범위,
1334,de40e1eb,Garmin Connect 앱에서 비상연락처를 추가하세요.,
1335,e18cb746,지원 알림 전송 실패,
1336,dc5fa0ea,지원 알림 전송 완료,
1337,bf756d7c,지원 모드를 종료하는데 실패하였습니다.,
1338,b485db19,위치를 공유하고 있습니다. START를 눌러 어시스턴스를 종료하세요.,
1339,4f268a84,취소,
1340,0450b2f7,취소?,
1341,ab4a8817,연결이 없습니다. 지원 알림을 전송할 수 없습니다.,
1342,2d12db46,비상 연락처,
1343,d4975f1f,"사고가 발생하거나 도움이 필요한 경우, 문자 또는 이메일을 통해 연락처에 통보할 것입니다.",
1344,f4e9e7b3,비상 연락처,
1345,609b924d,GPS 신호는 실외에서 더 강합니다.,
1346,fb0d1856,위치 정보 수신 중,
1347,2915dbcc,내 정보,
1348,d8e45f05,사용 가능한 경우 지원 종료 전까지 위치가 공유됩니다.,
1349,c294be36,지원을 요청하려면 전윈 키에서 손을 떼세요.,
1350,615c093a,휴대폰 연결 찾는 중,
1351,e7c9f18c,지원 알림 전송 중,
1352,fee18a1a,위치 정보 전송,
1353,dffa9cac,위치 정보 없이 전송,
1354,a64f5144,전송 중,
1355,86dfcb53,Garmin Connect Mobile을 사용하여 지원을 설정하세요.,
1356,0bc35e79,위치를 추적하여 비상 연락처에 공유하고 있습니다.,
